4789003;COMÉRCIO VAREJISTA DE OBJETOS DE ARTE
1622602;FABRICAÇÃO DE ESQUADRIAS DE MADEIRA E DE PEÇAS DE MADEIRA PARA INSTALAÇÕES INDUSTRIAIS E COMERCIAIS
4724500;COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
1622601;FABRICAÇÃO DE CASAS DE MADEIRA PRÉ-FABRICADAS
5813100;EDIÇÃO DE REVISTAS
7111100;SERVIÇOS DE ARQUITETURA
4661300;COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUÁRIO PARTES E PEÇAS
2532201;PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL
5911102;PRODUÇÃO DE FILMES PARA PUBLICIDADE
6311900;TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET
5913800;DISTRIBUIÇÃO CINEMATOGRÁFICA, DE VÍDEO E DE PROGRAMAS DE TELEVISÃO
2831300;FABRICAÇÃO DE TRATORES AGRÍCOLAS, PEÇAS E ACESSÓRIOS
8122200;IMUNIZAÇÃO E CONTROLE DE PRAGAS URBANAS
4683400;COMÉRCIO ATACADISTA DE DEFENSIVOS AGRÍCOLAS, ADUBOS, FERTILIZANTES E CORRETIVOS DO SOLO
1093702;FABRICAÇÃO DE FRUTAS CRISTALIZADAS, BALAS E SEMELHANTES
5912002;SERVIÇOS DE MIXAGEM SONORA EM PRODUÇÃO AUDIOVISUAL
6141800;OPERADORAS DE TELEVISÃO POR ASSINATURA POR CABO
8422100;DEFESA
9609202;AGÊNCIAS MATRIMONIAIS
2823200;FABRICAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL, PEÇAS E ACESSÓRIOS
3099700;FABRICAÇÃO DE EQUIPAMENTOS DE TRANSPORTE NÃO ESPECIFICADOS ANTERIORMENTE
